name,store_id,월,화,수,목,금,토,일,영업구분
닭갈비두목 역삼점,1747839887,16:30,16:30,16:30,16:30,16:30,,정기휴무 (매주 일요일),브레이크타임종료1
닭갈비두목 역삼점,1747839887,20:40,20:40,20:40,20:40,20:40,20:20,정기휴무 (매주 일요일),라스트오더
강남숯불닭갈비 칸나닭집,1872266023,17:00,17:00,17:00,17:00,17:00,17:00,17:00,오픈
강남숯불닭갈비 칸나닭집,1872266023,23:50,23:50,23:50,23:50,23:50,23:50,23:50,마감
강남숯불닭갈비 칸나닭집,1872266023,22:50,22:50,22:50,22:50,22:50,22:50,22:50,라스트오더
떡도리탕 강남본점,34461836,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
떡도리탕 강남본점,34461836,22:30,22:30,22:30,22:30,22:30,22:30,22:00,마감
떡도리탕 강남본점,34461836,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
떡도리탕 강남본점,34461836,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
떡도리탕 강남본점,34461836,14:30,14:30,14:30,14:30,14:30,14:30,14:30,라스트오더
떡도리탕 강남본점,34461836,21:30,21:30,21:30,21:30,21:30,21:30,21:00,라스트오더2
배가무 닭볶음탕 대치본점,1787194642,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
배가무 닭볶음탕 대치본점,1787194642,06:00,06:00,06:00,06:00,06:00,06:00,06:00,마감
고갯마루,1086798306,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
고갯마루,1086798306,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
고갯마루,1086798306,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
고갯마루,1086798306,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
고갯마루,1086798306,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
송계옥 교대점,1254742263,11:00,11:00,11:00,11:00,11:00,15:00,15:00,오픈
송계옥 교대점,1254742263,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
송계옥 교대점,1254742263,14:00,14:00,14:00,14:00,14:00,,,브레이크타임시작1
송계옥 교대점,1254742263,16:00,16:00,16:00,16:00,16:00,,,브레이크타임종료1
송계옥 교대점,1254742263,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
청춘닭볶이,32739228,11:30,11:30,11:30,11:30,11:30,16:00,정기휴무 (매주 일요일),오픈
청춘닭볶이,32739228,22:00,22:00,22:00,22:00,22:00,21:00,정기휴무 (매주 일요일),마감
청춘닭볶이,32739228,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
청춘닭볶이,32739228,16:30,16:30,16:30,16:30,16:30,,정기휴무 (매주 일요일),브레이크타임종료1
청춘닭볶이,32739228,21:00,21:00,21:00,21:00,21:00,20:00,정기휴무 (매주 일요일),라스트오더
동경규동 강남점,1093474194,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
동경규동 강남점,1093474194,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
동경규동 강남점,1093474194,19:30,19:30,19:30,19:30,19:30,19:30,19:30,라스트오더
동경규동 서초점,1068077448,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
동경규동 서초점,1068077448,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
동경규동 서초점,1068077448,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
한솥도시락 르네상스호텔사거리점,37370527,08:00,08:00,08:00,08:00,08:00,10:00,10:00,오픈
한솥도시락 르네상스호텔사거리점,37370527,21:00,20:00,21:00,21:00,21:00,18:00,18:00,마감
한솥도시락 르네상스호텔사거리점,37370527,20:10,19:10,20:10,20:10,20:10,17:10,17:10,라스트오더
맛결,1717483948,10:00,10:00,10:00,10:00,10:00,,,오픈
맛결,1717483948,19:00,19:00,19:00,19:00,19:00,,,마감
카츠공방 교대점,1266173323,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
카츠공방 교대점,1266173323,20:50,20:50,20:50,20:50,20:20,20:20,20:50,마감
카츠공방 교대점,1266173323,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
카츠공방 교대점,1266173323,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
카츠공방 교대점,1266173323,20:20,20:20,20:20,20:20,19:50,19:50,20:20,라스트오더
미토요,1290274638,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
미토요,1290274638,20:30,20:30,20:30,20:30,20:30,14:30,정기휴무 (매주 일요일),마감
미토요,1290274638,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
미토요,1290274638,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
미토요,1290274638,20:00,20:00,20:00,20:00,20:00,14:00,정기휴무 (매주 일요일),라스트오더
삼백돈 돈가츠 역삼센터필드점,1675750729,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
삼백돈 돈가츠 역삼센터필드점,1675750729,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
삼백돈 돈가츠 역삼센터필드점,1675750729,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
삼백돈 돈가츠 역삼센터필드점,1675750729,16:00,16:00,16:00,16:00,16:00,16:00,16:00,브레이크타임종료1
삼백돈 돈가츠 역삼센터필드점,1675750729,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
정돈 강남점,1183428863,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
정돈 강남점,1183428863,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
정돈 강남점,1183428863,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
정돈 강남점,1183428863,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
정돈 강남점,1183428863,14:30,14:30,14:30,14:30,14:30,14:30,14:30,라스트오더
정돈 강남점,1183428863,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더2
카츠젠 선릉점,1239333634,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
카츠젠 선릉점,1239333634,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
서울왕돈까스 서초교대점,1144534018,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
서울왕돈까스 서초교대점,1144534018,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
서울왕돈까스 서초교대점,1144534018,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
서울왕돈까스 서초교대점,1144534018,16:00,16:00,16:00,16:00,16:00,16:00,정기휴무 (매주 일요일),브레이크타임종료1
서울왕돈까스 서초교대점,1144534018,14:30,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 일요일),라스트오더
서울왕돈까스 서초교대점,1144534018,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),라스트오더2
고베규카츠 서울 강남점,254171411,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
고베규카츠 서울 강남점,254171411,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
고베규카츠 서울 강남점,254171411,16:00,16:00,16:00,16:00,16:00,,,브레이크타임시작1
고베규카츠 서울 강남점,254171411,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
고베규카츠 서울 강남점,254171411,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
브라운돈까스 선릉점,32464778,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
브라운돈까스 선릉점,32464778,21:00,21:00,21:00,21:00,21:00,20:00,20:00,마감
후레쉬빌 삼성역본점,37397766,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
후레쉬빌 삼성역본점,37397766,24:00,24:00,24:00,24:00,24:00,15:30,15:30,마감
후레쉬빌 삼성역본점,37397766,15:30,15:30,15:30,15:30,15:30,,,브레이크타임시작1
후레쉬빌 삼성역본점,37397766,16:00,16:00,16:00,16:00,16:00,,,브레이크타임종료1
후레쉬빌 삼성역본점,37397766,23:00,23:00,23:00,23:00,23:00,14:30,14:30,라스트오더
사보텐 교대역점,34363269,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
사보텐 교대역점,34363269,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
사보텐 교대역점,34363269,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
부엉이식당,1000937514,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
부엉이식당,1000937514,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
부엉이식당,1000937514,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
부엉이식당,1000937514,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
부엉이식당,1000937514,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
갓포돈,1608618357,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
갓포돈,1608618357,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
갓포돈,1608618357,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
갓포돈,1608618357,16:30,16:30,16:30,16:30,16:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
갓포돈,1608618357,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
가츠오,1652220988,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
가츠오,1652220988,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
가츠오,1652220988,14:30,14:30,14:30,14:30,14:30,15:30,15:30,브레이크타임시작1
가츠오,1652220988,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
가츠오,1652220988,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
사보텐 코엑스점,36166497,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
사보텐 코엑스점,36166497,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
사보텐 코엑스점,36166497,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
돈까스데이,1045239668,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
돈까스데이,1045239668,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
돈까스데이,1045239668,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
돈까스데이,1045239668,16:30,16:30,16:30,16:30,16:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
덴키카츠,1603397059,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
덴키카츠,1603397059,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
덴키카츠,1603397059,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
덴키카츠,1603397059,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
덴키카츠,1603397059,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
덴키카츠,1603397059,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더2
가츠몽 역삼점,31761498,10:40,10:40,10:40,10:40,10:40,정기휴무 (매주 토요일),10:40,오픈
가츠몽 역삼점,31761498,20:50,20:50,20:50,20:50,20:50,정기휴무 (매주 토요일),20:50,마감
가츠몽 역삼점,31761498,20:20,20:20,20:20,20:20,20:20,정기휴무 (매주 토요일),20:20,라스트오더
간코 롯데백화점 강남점,1932950472,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
간코 롯데백화점 강남점,1932950472,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
부엉이돈가스 대치점,1011909851,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
부엉이돈가스 대치점,1011909851,20:00,20:00,20:00,20:00,20:00,20:00,20:00,마감
부엉이돈가스 대치점,1011909851,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
부엉이돈가스 대치점,1011909851,16:00,16:00,16:00,16:00,16:00,16:00,16:00,브레이크타임종료1
부엉이돈가스 대치점,1011909851,19:30,19:30,19:30,19:30,19:30,19:30,19:30,라스트오더
가츠오 대치점,1736425432,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
가츠오 대치점,1736425432,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
가츠오 대치점,1736425432,14:20,14:20,14:20,14:20,14:20,14:20,14:20,브레이크타임시작1
가츠오 대치점,1736425432,16:40,16:40,16:40,16:40,16:40,16:40,16:40,브레이크타임종료1
모리가츠 강남역점,1683549281,10:00,10:00,10:00,10:00,10:00,10:00,10:00,오픈
모리가츠 강남역점,1683549281,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
호천당 역삼점,1681894074,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
호천당 역삼점,1681894074,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
호천당 역삼점,1681894074,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
호천당 역삼점,1681894074,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
호천당 역삼점,1681894074,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
호천당 역삼점,1681894074,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더2
봄카츠,1849118224,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
봄카츠,1849118224,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
봄카츠,1849118224,14:30,14:30,14:30,14:30,14:30,,,브레이크타임시작1
봄카츠,1849118224,16:30,16:30,16:30,16:30,16:30,,,브레이크타임종료1
교대왕돈까스,36792171,09:00,09:00,09:00,09:00,09:00,09:00,09:00,오픈
교대왕돈까스,36792171,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
돈비고고 강남본점,1038346559,11:20,11:20,11:20,11:20,11:20,11:20,11:20,오픈
돈비고고 강남본점,1038346559,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
돈비고고 강남본점,1038346559,16:00,16:00,16:00,16:00,16:00,16:00,16:00,브레이크타임시작1
돈비고고 강남본점,1038346559,17:10,17:10,17:10,17:10,17:10,17:10,17:10,브레이크타임종료1
돈비고고 강남본점,1038346559,15:30,15:30,15:30,15:30,15:30,15:30,15:30,라스트오더
돈비고고 강남본점,1038346559,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더2
브라운돈까스 삼성중앙역점,68484082,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
브라운돈까스 삼성중앙역점,68484082,21:00,21:00,21:00,21:00,21:00,14:30,14:30,마감
브라운돈까스 삼성중앙역점,68484082,14:30,14:30,14:30,14:30,14:30,,,브레이크타임시작1
브라운돈까스 삼성중앙역점,68484082,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
사보텐 선릉역점,33305865,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
사보텐 선릉역점,33305865,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
사보텐 선릉역점,33305865,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
오레노카츠 선릉점,525494782,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
오레노카츠 선릉점,525494782,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
오레노카츠 선릉점,525494782,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),라스트오더
고반식당 선릉점,38667568,11:00,11:00,11:00,11:00,11:00,13:00,13:00,오픈
고반식당 선릉점,38667568,22:30,22:30,22:30,22:30,22:30,22:30,22:30,마감
고반식당 선릉점,38667568,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
고반식당 선릉점,38667568,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
동래정 선릉직영점,1347707437,16:00,16:00,16:00,16:00,16:00,16:00,16:00,오픈
동래정 선릉직영점,1347707437,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
동래정 선릉직영점,1347707437,23:00,23:00,23:00,23:00,23:00,23:00,23:00,라스트오더
육시리 역삼직영점,1541340038,11:30,11:30,11:30,11:30,11:30,12:00,정기휴무 (매주 일요일),오픈
육시리 역삼직영점,1541340038,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
육시리 역삼직영점,1541340038,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
육시리 역삼직영점,1541340038,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
육시리 역삼직영점,1541340038,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
두껍삼 강남직영점,37253680,11:00,11:00,11:00,11:00,11:00,11:30,11:30,오픈
두껍삼 강남직영점,37253680,22:00,22:00,22:00,22:00,22:00,21:00,21:00,마감
두껍삼 강남직영점,37253680,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
두껍삼 강남직영점,37253680,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
두껍삼 강남직영점,37253680,14:30,14:30,14:30,14:30,14:30,14:30,14:30,라스트오더
두껍삼 강남직영점,37253680,21:30,21:30,21:30,21:30,21:30,20:30,20:30,라스트오더2
흑돈가 삼성점,1209482555,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
흑돈가 삼성점,1209482555,22:30,22:30,22:30,22:30,22:30,22:00,22:00,마감
흑돈가 삼성점,1209482555,15:00,15:00,15:00,15:00,15:00,16:00,16:00,브레이크타임시작1
흑돈가 삼성점,1209482555,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
흑돈가 삼성점,1209482555,21:40,21:40,21:40,21:40,21:40,21:10,21:10,라스트오더
남부 선릉점,1411236662,11:00,11:00,11:00,11:00,11:00,12:00,정기휴무 (매주 일요일),오픈
남부 선릉점,1411236662,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
남부 선릉점,1411236662,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
남부 선릉점,1411236662,16:30,16:30,16:30,16:30,16:30,,정기휴무 (매주 일요일),브레이크타임종료1
호남마을,237686506,00:00,00:00,00:00,00:00,00:00,00:00,00:00,오픈
